# timestamp ; field [FU] ; field [Hz] ; base frequency 1H [Hz]
2020-07-21T09:44:01.082+0200;-2666.50;-17370.66;600550000.00
2020-07-21T21:45:00.998+0200;-2672.49;-17409.64;600550000.00
2020-07-26T21:12:44.062+0200;-2764.81;-18011.10;600550000.00
2020-07-27T21:13:41.181+0200;-2764.81;-18011.10;600550000.00
2020-07-29T06:08:27.639+0200;-2764.81;-18011.10;600550000.00
2020-07-30T06:09:27.645+0200;-2764.80;-18010.98;600550000.00
2020-07-30T18:09:27.662+0200;-2584.11;-16833.92;600550000.00
2020-07-30T19:06:48.162+0200;-2594.46;-16901.35;600550000.00
2020-07-31T07:07:45.611+0200;-2616.42;-17044.41;600550000.00
2020-07-31T14:57:40.926+0200;-2628.77;-17124.87;600550000.00
2020-08-01T03:53:41.211+0200;-2631.10;-17140.02;600550000.00
2020-08-02T03:54:41.189+0200;-2630.25;-17134.53;600550000.00
2020-08-03T03:55:41.186+0200;-2630.18;-17134.06;600550000.00
2020-08-03T15:55:41.300+0200;-2640.38;-17200.48;600550000.00
2020-08-04T03:56:41.200+0200;-2558.68;-16668.25;600550000.00
2020-08-24T14:15:51.355+0200;-2620.06;-17068.12;600550000.00
2020-09-07T09:29:27.038+0200;-2625.60;-17104.23;600550000.00
2020-09-08T09:30:24.491+0200;-2624.32;-17095.88;600550000.00
2020-09-08T21:31:24.377+0200;-2630.95;-17139.07;600550000.00
2020-09-09T21:32:24.368+0200;-2629.81;-17131.64;600550000.00
2020-09-10T21:33:24.370+0200;-2631.37;-17141.79;600550000.00
2020-09-11T21:34:24.372+0200;-2630.86;-17138.45;600550000.00
2020-09-12T21:35:24.378+0200;-2629.84;-17131.81;600550000.00
2020-09-13T21:36:24.372+0200;-2629.31;-17128.40;600550000.00
2020-09-14T14:11:58.910+0200;-2632.09;-17146.48;600550000.00
2020-10-05T09:00:16.409+0200;-2670.08;-17394.00;600550000.00
2020-10-05T21:01:13.875+0200;-2666.48;-17370.51;600550000.00
2020-10-06T21:02:13.874+0200;-2667.10;-17374.58;600550000.00
2020-10-07T21:03:13.872+0200;-2666.18;-17368.53;600550000.00
2020-10-08T21:04:13.872+0200;-2668.62;-17384.49;600550000.00
2020-10-10T05:55:56.551+0200;-2668.04;-17380.67;600550000.00
2020-10-11T05:56:56.550+0200;-2667.50;-17377.13;600550000.00
2020-10-12T05:57:56.552+0200;-2667.03;-17374.11;600550000.00
2020-11-09T08:59:52.043+0100;-2665.54;-17364.40;600550000.00
2020-11-09T21:03:35.224+0100;-2657.81;-17314.07;600550000.00
2020-11-10T21:04:35.221+0100;-2661.45;-17337.75;600550000.00
2020-11-11T21:05:35.213+0100;-2666.34;-17369.58;600550000.00
2020-11-12T21:06:35.213+0100;-2672.69;-17410.96;600550000.00
2020-11-13T09:06:35.304+0100;-2670.59;-17397.26;600550000.00
2020-11-13T21:07:35.224+0100;-2664.38;-17356.85;600550000.00
2020-11-14T21:08:35.220+0100;-2665.77;-17365.88;600550000.00
2020-11-15T21:09:35.218+0100;-2666.98;-17373.79;600550000.00
2020-12-07T09:05:20.854+0100;-2669.94;-17393.07;600550000.00
2020-12-08T09:06:17.707+0100;-2668.47;-17383.49;600550000.00
2020-12-09T09:07:17.729+0100;-2666.79;-17372.57;600550000.00
2020-12-10T09:08:17.725+0100;-2668.07;-17380.89;600550000.00
2020-12-10T21:09:17.589+0100;-2665.59;-17364.72;600550000.00
2020-12-11T21:10:17.607+0100;-2668.03;-17380.59;600550000.00
2020-12-12T21:11:17.589+0100;-2666.28;-17369.21;600550000.00
2020-12-13T21:12:17.583+0100;-2665.64;-17365.05;600550000.00
2020-12-21T09:27:26.257+0100;-2667.54;-17377.39;600550000.00
2020-12-22T09:28:23.813+0100;-2666.67;-17371.74;600550000.00
2020-12-23T09:29:23.857+0100;-2668.09;-17381.01;600550000.00
2020-12-24T09:30:23.812+0100;-2667.71;-17378.52;600550000.00
2020-12-25T09:31:23.808+0100;-2667.54;-17377.42;600550000.00
2020-12-26T09:32:23.830+0100;-2666.17;-17368.51;600550000.00
2020-12-27T09:33:23.816+0100;-2669.89;-17392.71;600550000.00
2020-12-27T21:34:23.678+0100;-2673.46;-17416.01;600550000.00
2020-12-28T21:35:23.674+0100;-2674.53;-17422.95;600550000.00
2020-12-29T21:36:23.675+0100;-2672.60;-17410.40;600550000.00
2020-12-30T21:37:23.696+0100;-2671.14;-17400.84;600550000.00
2020-12-31T21:38:23.670+0100;-2672.06;-17406.85;600550000.00
2021-01-01T21:39:23.674+0100;-2671.07;-17400.44;600550000.00
2021-01-02T21:40:23.681+0100;-2670.87;-17399.13;600550000.00
2021-01-03T21:41:23.678+0100;-2670.60;-17397.39;600550000.00
2021-01-04T21:42:23.676+0100;-2670.95;-17399.66;600550000.00
2021-01-05T21:43:23.685+0100;-2669.99;-17393.36;600550000.00
2021-01-06T21:44:23.682+0100;-2668.55;-17383.98;600550000.00
2021-01-07T21:45:23.679+0100;-2669.06;-17387.34;600550000.00
2021-01-08T21:46:23.674+0100;-2668.67;-17384.81;600550000.00
2021-01-09T21:47:23.673+0100;-2668.42;-17383.14;600550000.00
2021-01-10T21:48:23.684+0100;-2667.93;-17379.99;600550000.00
2021-02-17T14:57:14.877+0100;-2611.81;-17014.40;600550000.00
2021-02-18T03:09:29.819+0100;-2580.51;-16810.44;600550000.00
2021-02-18T15:09:29.924+0100;-2615.25;-17036.81;600550000.00
2021-02-19T03:10:29.827+0100;-2544.99;-16579.08;600550000.00
2021-02-22T08:22:07.372+0100;-2598.71;-16929.01;600550000.00
2021-02-22T20:23:02.342+0100;-2614.67;-17033.01;600550000.00
2021-02-23T20:24:02.350+0100;-2612.95;-17021.81;600550000.00
2021-02-24T20:25:02.334+0100;-2638.35;-17187.27;600550000.00
2021-02-25T20:26:02.349+0100;-2607.52;-16986.41;600550000.00
2021-02-26T08:26:02.454+0100;-2609.94;-17002.18;600550000.00
2021-02-26T20:27:02.348+0100;-2607.55;-16986.60;600550000.00
2021-02-27T08:27:02.445+0100;-2591.57;-16882.50;600550000.00
2021-02-28T08:28:02.475+0100;-2591.12;-16879.61;600550000.00
2021-03-01T08:29:02.442+0100;-2591.24;-16880.36;600550000.00
2021-03-22T09:07:06.990+0100;-2623.86;-17092.90;600550000.00
2021-03-23T09:08:06.088+0100;-2624.76;-17098.72;600550000.00
2021-03-24T09:09:06.109+0100;-2624.63;-17097.91;600550000.00
2021-03-25T09:10:06.120+0100;-2614.51;-17031.95;600550000.00
2021-03-25T21:11:06.095+0100;-2621.56;-17077.87;600550000.00
2021-03-26T09:11:06.124+0100;-2623.61;-17091.23;600550000.00
2021-03-27T09:12:06.118+0100;-2622.63;-17084.85;600550000.00
2021-03-28T10:13:06.146+0200;-2621.21;-17075.62;600550000.00
2021-04-06T10:30:59.946+0200;-2824.00;-18396.69;600550000.00
2021-04-06T10:57:40.276+0200;-2875.90;-18734.79;600550000.00
2021-04-26T09:23:38.813+0200;-2627.17;-17114.43;600550000.00
2021-04-26T21:24:37.003+0200;-2624.10;-17094.43;600550000.00
2021-04-27T21:25:37.006+0200;-2626.26;-17108.48;600550000.00
2021-04-28T09:25:37.114+0200;-2624.19;-17095.03;600550000.00
2021-04-29T08:20:19.976+0200;-2648.53;-17253.59;600550000.00
2021-04-29T20:21:17.726+0200;-2623.36;-17089.59;600550000.00
2021-04-30T08:21:17.850+0200;-2615.73;-17039.89;600550000.00
2021-04-30T20:22:17.732+0200;-2622.52;-17084.11;600550000.00
2021-05-01T20:23:17.732+0200;-2622.10;-17081.42;600550000.00
2021-05-02T20:24:17.723+0200;-2621.26;-17075.93;600550000.00
2021-09-28T09:29:43.352+0200;-2545.40;-16581.74;600550000.00
2021-09-29T21:16:11.524+0200;-2545.40;-16581.74;600550000.00
2021-09-30T21:17:11.521+0200;-2545.40;-16581.74;600550000.00
2021-10-01T21:18:11.518+0200;-2545.40;-16581.74;600550000.00
2021-10-02T21:19:11.530+0200;-2545.40;-16581.74;600550000.00
2021-10-03T21:20:11.527+0200;-2545.40;-16581.74;600550000.00
2021-10-04T21:21:11.518+0200;-2545.40;-16581.74;600550000.00
2021-10-05T21:22:11.553+0200;-2545.40;-16581.74;600550000.00
2021-10-06T21:23:11.523+0200;-2545.40;-16581.74;600550000.00
2021-10-07T21:24:11.529+0200;-2545.40;-16581.74;600550000.00
2021-10-08T21:25:11.521+0200;-2545.40;-16581.74;600550000.00
2021-10-09T21:26:11.523+0200;-2545.40;-16581.74;600550000.00
2021-10-10T21:27:11.530+0200;-2545.40;-16581.74;600550000.00
2021-10-11T21:28:11.527+0200;-2545.40;-16581.74;600550000.00
2021-10-12T21:29:11.531+0200;-2545.40;-16581.74;600550000.00
2021-10-13T21:30:11.545+0200;-2545.40;-16581.74;600550000.00
2021-10-14T21:31:11.521+0200;-2545.40;-16581.74;600550000.00
2021-10-15T21:32:11.525+0200;-2545.40;-16581.74;600550000.00
2021-10-16T21:33:11.522+0200;-2545.40;-16581.74;600550000.00
2021-10-17T21:34:11.527+0200;-2545.40;-16581.74;600550000.00
2021-10-18T21:35:11.526+0200;-2545.40;-16581.74;600550000.00
2021-10-19T21:36:11.532+0200;-2545.40;-16581.74;600550000.00
2021-10-20T21:37:11.526+0200;-2545.40;-16581.74;600550000.00
2021-11-15T10:34:44.254+0100;-2671.07;-17400.39;600550000.00
2021-11-15T22:35:40.893+0100;-2663.15;-17348.85;600550000.00
2021-11-16T22:36:40.893+0100;-2619.62;-17065.26;600550000.00
2021-11-17T22:37:40.884+0100;-2619.94;-17067.31;600550000.00
2021-11-18T22:38:40.890+0100;-2619.59;-17065.04;600550000.00
2021-11-19T22:39:40.899+0100;-2619.99;-17067.66;600550000.00
2021-11-20T22:40:40.884+0100;-2621.88;-17079.96;600550000.00
2021-11-21T22:41:40.895+0100;-2622.66;-17085.08;600550000.00
2021-11-22T10:41:40.987+0100;-2629.50;-17129.63;600550000.00
2021-11-22T22:42:40.888+0100;-2622.85;-17086.31;600550000.00
2021-11-23T22:43:40.896+0100;-2622.42;-17083.47;600550000.00
2021-11-24T10:43:40.999+0100;-2596.62;-16915.43;600550000.00
2021-11-24T22:44:40.895+0100;-2649.75;-17261.51;600550000.00
2021-11-25T10:44:40.972+0100;-2645.33;-17232.76;600550000.00
2022-04-22T11:41:51.558+0200;-2662.03;-17341.51;600550000.00
2022-04-22T18:39:34.694+0200;-2644.48;-17227.22;600550000.00
2023-03-24T10:49:35.630+0100;-2681.40;-17467.69;600550005.52
2023-03-24T22:50:34.560+0100;-2678.87;-17451.24;600550005.52
2023-03-25T22:51:34.563+0100;-2680.01;-17458.63;600550005.52
2023-03-26T23:52:34.559+0200;-2680.12;-17459.39;600550005.52
